index,place,location,percent_veg,percent_high_veg,adress,arrondissement,place_type,lat,long
622,SQUARE SAINT-LAMBERT,Promenades ouvertes,0.36625574,36.625574,1 RUE THEOPHRASTE RENAUDOT,15,Square,48.84226929,2.296919
623,JARDIN ANAIS NIN,Promenades ouvertes,0.56850192,56.850192,2 V RUE JEAN OBERLE,19,Jardin,48.89947062,2.370712051
624,Piscine à boules SEPE,Bois,0,0,Parc Floral- aire de jeux,12,Bois,48.83736291,2.447778645
625,JARDIN DU PASSAGE DE L'HOTEL DE SENS,Promenades ouvertes,0.07650314,7.650314,8   RUE DES NONNAINS D HYERES,4,Jardin,48.85382089,2.358713272
626,JARDIN ARNAUD BELTRAME,Promenades ouvertes,0.2,20,2 RUE DES MINIMES,3,Jardin,48.85738873,2.36674989
627,CIMETIÈRE DE SAINT-MANDE,Cimetières non parisiens,0.04397699,4.397699,,12,,48.83713981,2.411179163
628,SQUARE ALLERAY - SAINT-AMAND,Promenades ouvertes,0.31784074,31.784074,90 RUE ALLERAY,15,Square,48.83585765,2.308430545
629,Le Polo de Bagatelle,Bois,0.0928255,9.28255,Route des Moulins,16,Bois,48.86747808,2.23617441
630,Bois de Vincennes,Bois,0.48949876,48.949876,,12,Bois,48.82606592,2.442336319
631,SQUARE LOUVOIS,Promenades ouvertes,0.69085148,69.085148,69 B RUE RICHELIEU,2,Square,48.86797434,2.337573228
632,SQUARE SAMUEL ROUSSEAU,Promenades ouvertes,0.28505404,28.505404,28 RUE LAS CASES,7,Square,48.85903077,2.319710082
633,Bois de Boulogne,Bois,0.2581884,25.81884,,16,Bois,48.87503103,2.24723202
634,Bois de Vincennes,Bois,0.93852486,93.852486,,12,Bois,48.82162711,2.434258503
635,Bois de Vincennes,Bois,0.80993917,80.993917,,12,Bois,48.83917828,2.453617552
636,Bois de Vincennes,Bois,0.90658444,90.658444,,12,Bois,48.83804125,2.431139376
637,SQUARE DU REGARD DE LA LANTERNE,Promenades ouvertes,0.2479471,24.79471,3 RUE AUGUSTIN THIERRY,19,Square,48.87579531,2.394466694
638,Jardin rue de PALI-KAO,Promenades ouvertes,0.48782557,48.782557,38 RUE PALI KAO,20,Jardin,48.87074754,2.383236431
639,JARDIN LEON ZYGUEL,Promenades ouvertes,0.1,10,77 RUE PIXERECOURT,20,Jardin,48.87442421,2.395347503
640,JARDIN MARTHA  DESRUMAUX,Promenades ouvertes,0.4,40,20 RUE DE REUILLY,12,Jardin,48.84853656,2.385170999
641,JARDIN DE L'AVENUE FOCH - PELOUSE 21,Promenades ouvertes,0.30443194,30.443194,10 AV FOCH,16,Jardin,48.87161261,2.277442415
642,JARDINS D'IMMEUBLES PORTE DE VINCENNES SUD (DIT DELAPORTE),Promenades ouvertes,0.52633089,52.633089,124 RUE LAGNY,20,Jardin d'immeubles,48.84808439,2.413815768
643,PROMENADE PEREIRE - LAUGIER / BAYEN,Promenades ouvertes,0.11607636,11.607636,51 RUE LAUGIER,17,Promenade,48.88252694,2.292723948
644,SQUARE AUGUSTE BALAGNY,Promenades ouvertes,0.04678789,4.678789,1 RUE JEAN OESTREICHER,17,Square,48.88649286,2.289184437
645,SQUARE CHARLES PEGUY,Promenades ouvertes,0.41322731,41.322731,21 RUE ROTTEMBOURG,12,Square,48.83920656,2.406401895
646,SQUARE SAINTE-HELENE,Promenades ouvertes,0.56520716,56.520716,43 RUE LETORT,18,Square,48.89623354,2.343103105
647,SQUARE DU PASSAGE MONCEY,Promenades ouvertes,0.00886182,0.886182,37 B AV SAINT OUEN,17,Square,48.89000775,2.325741359
648,JARDIN DES PLANTES,Jardins d'Etat,0.33932202,33.932202,,5,,48.84398194,2.359759746
649,SQUARE DE LA CROIX ROUGE,Promenades ouvertes,0.26133509,26.133509,6 W ROUTE DE CEINTURE DU LAC DAUMESNIL,12,Square,48.83243813,2.407445185
650,JARDIN DE L'AVENUE FOCH - PELOUSE 05,Promenades ouvertes,0.33641046,33.641046,10 AV FOCH,16,Jardin,48.87268927,2.281673689
651,SQUARE DE L'ILE DE FRANCE,Promenades ouvertes,0.00754264,0.754264,1 QU ARCHEVECHE,4,Square,48.85199062,2.352224718
652,SQUARE DU CARDINAL PETIT DE JULLEVILLE,Promenades ouvertes,0.33528608,33.528608,4 RUE GUSTAVE CHARPENTIER,17,Square,48.88265149,2.282113278
653,SQUARE DES CHAMAILLARDS,Promenades ouvertes,0.0576421,5.76421,55 RUE CHATEAU RENTIERS,13,Square,48.82534298,2.369230239
654,SQUARE FLORENCE BLUMENTHAL,Promenades ouvertes,0.18901529,18.901529,93 RUE CHATEAU RENTIERS,13,Square,48.82764358,2.367353732
655,Bois de Boulogne,Bois,0.43192764,43.192764,,16,Bois,48.85994758,2.227754527
656,Bois de Boulogne,Bois,0.47654137,47.654137,,16,Bois,48.87557442,2.258215184
657,JARDIN MARIA VERONE,Promenades ouvertes,0.07488731,7.488731,2 RUE MOSKOVA,18,Jardin,48.8968989,2.335900763
658,SQUARE SERGE REGGIANI,Promenades ouvertes,0.01651475,1.651475,1 V PL BITCHE,19,Square,48.88895744,2.379131765
659,SQUARE CLAUDE BERNARD,Promenades ouvertes,0.1813901,18.13901,176 BD MACDONALD,19,Square,48.89926279,2.375289192
660,SQUARE CLAUDE DEBUSSY,Promenades ouvertes,0.15367833,15.367833,49 AV MARECHAL FAYOLLE,16,Square,48.86700297,2.270862506
661,SQUARE COLBERT,Promenades ouvertes,0.46886537,46.886537,159 RUE CHARONNE,11,Square,48.85642086,2.389351565
662,JARDINET DE LA PLACE DE FONTENOY,Jardinets décoratifs,0.26855038,26.855038,3   PLACE DE FONTENOY,7,Jardinet,48.85060581,2.306448648
663,PLATE-BANDE DE LA PLACE DE LA BATAILLE DE STALINGRAD,Jardinets décoratifs,0.33781485,33.781485,4 Q PLACE DE LA BATAILLE DE STALINGRAD,19,Plate-bande,48.88365609,2.369942243
664,Embarcadère Chalet des Iles,Bois,0,0,2 Chemin de Ceinture du Lac Inférieur,16,Bois,48.86758974,2.264999571
665,DECORATION DE LA PLACE ALPHONSE DEVILLE,Décorations sur la voie publique,0.20905794,20.905794,1   PLACE ALPHONSE DEVILLE,6,Decoration,48.85038615,2.327435712
666,SQUARE DE LA PLACE PASDELOUP,Promenades ouvertes,0.67918189,67.918189,2 PL PASDELOUP,11,Square,48.86296535,2.367049796
667,SQUARE JEAN PERRIN,Promenades ouvertes,0.03198857,3.198857,2   AVENUE FRANKLIN D ROOSEVELT,8,Square,48.86689403,2.311628526
668,SQUARE MARIGNY,Promenades ouvertes,0.12917863,12.917863,AVENUE DES CHAMPS ELYSEES,0,Square,48.84612954,2.439443438
669,SQUARE HENRI CHRISTINE,Promenades ouvertes,0.98153023,98.153023,151 X QU JEMMAPES,10,Square,48.87796627,2.366203233
670,Hippodrome de Vincennes,Bois,0.06298687,6.298687,Route de la Ferme,12,Bois,48.82395321,2.450768724
671,SEPE Chesnaie- annexe,Bois,0.12981221,12.981221,118 X Route de la Pyramide,12,Bois,48.83820975,2.439805848
672,JARDIN DU GYMNASE ALICE MILLIAT,Promenades ouvertes,0.30185381,30.185381,11 C RUE D' ALESIA,14,,48.82696541,2.335468085
673,JARDIN DES FRANCS BOURGEOIS / RUE DES ROSIERS,Promenades ouvertes,0.16785192,16.785192,35 RUE FRANCS BOURGEOIS,4,Jardin,48.85735035,2.360193484
674,SQUARE YVES KLEIN,Promenades ouvertes,0.45168783,45.168783,24 RUE CAMPAGNE 1ERE,14,Square,48.83907373,2.331124629
675,Société Equestre de l'Etrier,Bois,0.12506482,12.506482,Route des Lacs à Madrid,16,Bois,48.87275977,2.257396495
676,Cercle du Bois de Boulogne,Bois,0.17714904,17.714904,Route de l'Etoile,16,Bois,48.87247862,2.260441827
677,SQUARE OLIVIER NOYER - LEONIDAS,Promenades ouvertes,0.71744696,71.744696,7 RUE LEONIDAS,14,Square,48.83088706,2.32238432
678,Chalet des Gaufres,Bois,0.29869423,29.869423,146 w Route de la Tourelle,12,Bois,48.84224797,2.424070679
679,JARDINIERES DE LA RUE SAINT-GILLES,Décorations sur la voie publique,0.8,80,3 RUE SAINT-GILLES,3,Jardiniere,48.8577153,2.366903098
680,Cercle Hippique du Bois de Boulogne,Bois,0.16191394,16.191394,Route de la Muette à Neuilly,16,Bois,48.87752964,2.260733697
681,SQUARE LOUISE DE MARILLAC,Promenades ouvertes,0.84117816,84.117816,5 PL CHAPELLE,18,Square,48.88471046,2.360001233
682,Bois de Vincennes,Bois,0.46347117,46.347117,,12,Bois,48.82961109,2.406613482
683,Bois de Vincennes,Bois,0.17424781,17.424781,,12,Bois,48.81903663,2.446647673
684,Bois de Vincennes,Bois,0.88317054,88.317054,,12,Bois,48.82440254,2.428506936
685,JARDIN MARGUERITE BOUCICAUT,Promenades ouvertes,0.4,40,7 ALLEE ISADORA DUNCAN,15,Jardin,48.84200325,2.283972649
686,Bois de Vincennes,Bois,0.4187686,41.87686,,12,Bois,48.81907397,2.457118498
687,Bois de Vincennes,Bois,0.84241918,84.241918,,12,Bois,48.83380016,2.444540377
688,COULEE VERTE RENE DUMONT - PROMENADE DES RUES DE PICPUS ET DE REUILLY,Promenades ouvertes,0.86983385,86.983385,82 RUE PICPUS,12,Promenade,48.84115839,2.397623355
689,JARDIN DE LA GARE DE REUILLY,Promenades ouvertes,0.51258068,51.258068,15 ALL VIVALDI,12,Jardin,48.84095976,2.392346396
690,JARDIN FRANCOISE GIROUD,Promenades ouvertes,0.00682021,0.682021,4 PL ITALIE,13,Jardin,48.83142794,2.355577149
691,JARDIN DES COLONNES,Promenades ouvertes,0,0,2 PL SEOUL,14,Jardin,48.83632081,2.318142387
692,JARDIN DU LUXEMBOURG,Jardins d'Etat,0.39898284,39.898284,,6,,48.84650181,2.335907363
693,JARDIN DE L'AVENUE FOCH - PELOUSE 18,Promenades ouvertes,0.35948919,35.948919,10 AV FOCH,16,Jardin,48.87205785,2.281778909
694,JARDINS D'IMMEUBLES PORTE DE VINCENNES NORD (DIT CRISTINO GARCIA),Promenades ouvertes,0.2343207,23.43207,115 RUE LAGNY,20,Jardin d'immeubles,48.84958816,2.413759089
695,Bois de Boulogne,Bois,0.48570772,48.570772,,16,Bois,48.8776444,2.273830402
696,SQUARE LEON TOLSTOI,Promenades ouvertes,0.33328301,33.328301,1 AV MARECHAL LYAUTEY,16,Square,48.85303406,2.261156576
697,JARDIN DE L'IMPASSE TRUILLOT,Promenades ouvertes,0.1,10,66 BOULEVARD RICHARD LENOIR,11,Jardin,48.86051901,2.37393505
698,PARC DE BERCY,Promenades ouvertes,0.33744447,33.744447,2 RUE JOSEPH KESSEL,12,Parc,48.83687779,2.380281572
699,PARC FLORAL DE PARIS,Promenades ouvertes,0.44827989,44.827989,7   CARREFOUR DE LA PYRAMIDE,12,Parc,48.8381354,2.444622136
700,PROMENADE PC 14 - JEAN MOULIN - DIDOT,Promenades ouvertes,0.6,60,60 AVENUE JEAN MOULIN,14,Promenade,48.82638636,2.317715329
701,PROMENADE PC 20 - CROIX SAINT SIMON - LAGNY,Jardins privatifs,0.8,80,93 RUE DE LAGNY,20,Promenade,48.85101736,2.408814448
702,Bois de Vincennes,Bois,0.51986879,51.986879,,12,Bois,48.81986572,2.44680466
703,JARDIN JEAN-CLAUDE NICOLAS FORESTIER,Promenades ouvertes,0.27575688,27.575688,12 RUE THOMIRE,13,Jardin,48.81931219,2.347901871
704,SQUARE JACQUES BIDAUT,Promenades ouvertes,0.4,40,18 RUE LUNE,2,Square,48.86986765,2.349960636
705,CIMETIERE SAINT-VINCENT,Cimetières,0.01493633,1.493633,6- rue Lucien-Gaulard,18,Cimetière,48.88902244,2.339302921
706,JARDIN INSOLITE,Promenades ouvertes,0.02735601,2.735601,2  CARREFOUR DE LA PYRAMIDE,12,Jardin,48.83596074,2.446702549
707,JARDIN DES GRANDS MOULINS - ABBE PIERRE - JARDIN DE L'AVENUE DE FRANCE,Promenades ouvertes,0.11733602,11.733602,25 RUE MARIE ANDREE LAGROUA WEILL HALLE,13,Jardin,48.82895921,2.379250948
708,JARDIN RUE SERPOLLET BD DAVOUT,Promenades ouvertes,0.1,10,1 RUE SERPOLLET,20,Jardin,48.86086744,2.410332857
709,JARDIN JACQUES AUDIBERTI,Promenades ouvertes,0.19010823,19.010823,25 AV PORTE VILLIERS,17,Jardin,48.88500998,2.284624015
710,Bois de Boulogne,Bois,0.6712616,67.12616,,16,Bois,48.87481642,2.261586552
711,JARDINIERES DU BOULEVARD DE VAUGIRARD,Décorations sur la voie publique,0.5,50,52 BOULEVARD DE VAUGIRARD,15,Jardiniere,48.84117134,2.317250471
712,JARDINET DE LA PLACE JACQUES BAINVILLE,Jardinets décoratifs,0.78675335,78.675335,2   PLACE JACQUES BAINVILLE,7,Jardinet,48.85859593,2.322430858
713,JARDINETS ANGLE DES RUES DES PETITS CARREAUX - ABOUKIR,Décorations sur la voie publique,0.03028664,3.028664,41   RUE DES PETITS CARREAUX,2,,48.86799141,2.34741133
714,SQUARE DE LA RAFFINERIE SAY,Promenades ouvertes,0.05319585,5.319585,147 BD VINCENT AURIOL,13,Square,48.83187688,2.361546159
715,SQUARE PABLO CASALS,Promenades ouvertes,0.4383738,43.83738,49 RUE EMERIAU,15,Square,48.84885774,2.286095802
716,SQUARE DU QUAI DE LA SEINE,Promenades ouvertes,0.24765694,24.765694,40 QU SEINE,19,Square,48.88682221,2.375141847
717,SQUARE JEHAN RICTUS,Promenades ouvertes,0.62487963,62.487963,14 PL ABBESSES,18,Square,48.88486186,2.338695121
718,SQUARE JULIA BARTET,Promenades ouvertes,0.27302726,27.302726,3 RUE JULIA BARTET,14,Square,48.82620413,2.303563217
719,SQUARE MARIE CURIE,Promenades ouvertes,0.45639695,45.639695,29 BD HOPITAL,13,Square,48.84073579,2.363163712
720,JARDIN MARIE TRINTIGNANT,Promenades ouvertes,0.0024206,0.24206,17 RUE AVE MARIA,4,Jardin,48.85305873,2.35938217
721,JARDIN JAN DOORNIK,Promenades ouvertes,0.02449931,2.449931,27 BD FLANDRIN,16,Jardin,48.86760556,2.273184589
722,COULEE VERTE RENE DUMONT - MAIL DE REUILLY - ALLEE VIVALDI,Promenades ouvertes,0.20068736,20.068736,11 ALL VIVALDI,12,Promenade,48.84161334,2.390603399
723,Association,Bois,0,0,2 Carrefour de la Pyramide,12,Bois,48.8357232,2.443111401
724,Gare RATP de Joinville Le Pont,Bois,0.2516501,25.16501,Bois de Vincennes,12,Bois,48.82198273,2.46382998
725,JARDIN DE VITALY,Promenades ouvertes,0.015702,1.5702,20 RUE FONTARABIE,20,Jardin,48.85712278,2.401672836
726,L'Orée du Bois,Bois,0.15252946,15.252946,Boulevard Maillot,16,Bois,48.87758882,2.278749244
727,Chalet des Iles Daumesnil,Bois,0.32736202,32.736202,25 w Route de Ceinture du Lac Daumesnil,12,Bois,48.83104571,2.413337168
728,Centre Sportif de la Croix Catelan,Bois,0.15158924,15.158924,Chemin de la Croix Catelan,16,Bois,48.86449283,2.257106748
729,SQUARE DU CHANOINE VIOLLET,Promenades ouvertes,0.08124138,8.124138,27 RUE OLIVIER NOYER,14,Square,48.83126917,2.320640272
730,Bois de Vincennes,Bois,0.55126441,55.126441,,12,Bois,48.84366331,2.421764809
731,Bois de Vincennes,Bois,0.64382404,64.382404,,12,Bois,48.82373564,2.436378752
732,Bois de Vincennes,Bois,0.39959667,39.959667,,12,Bois,48.83349859,2.40729652
733,Bois de Vincennes,Bois,0.40934165,40.934165,,12,Bois,48.83862775,2.422609258
734,Bois de Vincennes,Bois,0.75360855,75.360855,,12,Bois,48.83330116,2.421753638
735,JARDIN BIOPARK,Promenades ouvertes,0.03855002,3.855002,11 RUE WATT,13,Jardin,48.82780581,2.383051764
736,JARDIN D'AGRONOMIE TROPICALE,Promenades ouvertes,0.53926283,53.926283,45 BIS AVENUE DE LA BELLE GABRIELLE * NOGENT FONTENAY,12,Jardin,48.83380993,2.466592096
737,JARDIN DE LA FOLIE TITON,Promenades ouvertes,0.03548883,3.548883,17 RUE TITON,11,Jardin,48.85212334,2.385694971
738,JARDIN DES GRANDS EXPLORATEURS - MARCO POLO ET CAVELIER DE LA SALLE,Promenades ouvertes,0.27923252,27.923252,10 AV OBSERVATOIRE,6,Jardin,48.84172398,2.336864011
739,Jardin d'immeubles de la porte de Bagnolet,Promenades ouvertes,0.44711463,44.711463,7 RUE HENRI DUVERNOIS,20,Jardin d'immeubles,48.86404111,2.411722877
740,JARDIN DU CLOITRE,Promenades ouvertes,0.1868381,18.68381,55 RUE VERCINGETORIX,14,Jardin,48.83605142,2.31742321
741,JARDIN ELISABETH BOSELLI,Promenades ouvertes,0.1,10,34 BOULEVARD VICTOR,15,Jardin,48.8335922,2.284927924
742,Jardin Emmi Pickler,Promenades ouvertes,0,0,3 RUE OLIVIER METRA,20,Square,48.87162982,2.395233232
743,JARDIN MARY CASSAT,Promenades ouvertes,0.48677744,48.677744,55 BD PICPUS,12,Jardin,48.84599465,2.400920261
744,JARDIN MAUDY PIOT-JACOMET,Promenades ouvertes,0.70330501,70.330501,8 RUE SUISSES,14,Jardin,48.83097007,2.314218242
745,HIPPODROME D'AUTEUIL- PELOUSE B,Promenades ouvertes,0.00009807,0.009807,3  ROUTE D' AUTEUIL AUX LACS,16,Pelouse,48.85372233,2.258889784
746,SQUARE MARCEL RAJMAN,Promenades ouvertes,0.43113404,43.113404,13 RUE MERLIN,11,Square,48.86034479,2.385216003
747,PARC DE CHOISY,Promenades ouvertes,0.31573572,31.573572,128 AV CHOISY,13,Parc,48.82793662,2.360284552
748,PARC DE PASSY,Promenades ouvertes,0.05545915,5.545915,11 AV MARCEL PROUST,16,Parc,48.85575198,2.283438339
749,PROMENADE PC 12 - CHARENTON - DAUMESNIL,Promenades ouvertes,0.6,60,331 RUE DE CHARENTON,12,Promenade,48.83414083,2.401358872
750,JARDINIERES ET PLACETTE LEON BLUM,Promenades ouvertes,0.38813017,38.813017,1 PL LEON BLUM,11,Jardiniere,48.8580254,2.380104981
751,JARDIN DU CLOS DES BLANCS MANTEAUX,Promenades ouvertes,0.48679255,48.679255,21 RUE BLANCS MANTEAUX,4,Jardin,48.85861354,2.356504651
752,CIMETIERE DES BATIGNOLLES,Cimetières,0.3278217,32.78217,8   RUE SAINT-JUST,17,Cimetière,48.89798908,2.316337552
753,Bois de Boulogne,Bois,0.55589062,55.589062,,16,Bois,48.87072883,2.23805994
754,Bois de Boulogne,Bois,0.42536378,42.536378,,16,Bois,48.85736703,2.25997677
755,SQUARE DE LA PLACE ETIENNE PERNET,Promenades ouvertes,0.88289772,88.289772,30 PL ETIENNE PERNET,15,Square,48.84286671,2.292300073
756,SQUARE LOUIS XIII,Promenades ouvertes,0.1189043,11.89043,1 PL VOSGES,4,Square,48.85561906,2.365544013
757,SQUARE SAINT-MEDARD,Promenades ouvertes,0.59585804,59.585804,34 RUE CENSIER,5,Square,48.83972377,2.35048393
758,PARC DE LA VILLETTE,Jardins d'Etat,0.26614466,26.614466,211 AVENUE JEAN JAURES,19,,48.89302018,2.389909779
759,SQUARE DES JARDINIERS,Promenades ouvertes,0.23572806,23.572806,4 PAS DUMAS,11,Square,48.85204364,2.391085928
760,Bois de Boulogne,Bois,0.6143274,61.43274,,16,Bois,48.86856045,2.247641327
761,JARDINET DU PASSAGE DES ABBESSES,Jardinets décoratifs,0.01839983,1.839983,10   PASSAGE DES ABBESSES,18,Jardinet,48.8852581,2.338557964
762,PROMENADE DE L'AVENUE DE BRETEUIL,Promenades ouvertes,0.00704582,0.704582,16 V ESPL SOUVENIR FRANCAIS,7,Promenade,48.85040512,2.311995044
763,SQUARE DAMPIERRE - ROUVET,Promenades ouvertes,0.34200978,34.200978,6 RUE DAMPIERRE,19,Square,48.89399642,2.384084855
764,Chalet de vente n° 5 - Ceinture du Lac,Bois,0.38349372,38.349372,31 Route de Ceinture du Lac Daumesnil,12,Bois,48.83347528,2.412504526
